text_final,airline_sentiment,airline,tweet_created,negativereason
look capture uvf,neutral,Delta,2015-02-19 19:57:56 -0800,
ready see njb n njb island weekend capture,neutral,Delta,2015-02-19 19:56:11 -0800,
flight attendant angel awesome kudos,positive,Delta,2015-02-19 19:53:30 -0800,
washington dc,neutral,Delta,2015-02-19 19:43:55 -0800,
thank loyalmosaicmember,positive,Delta,2015-02-19 19:43:16 -0800,
pilot stated year flying never experienced anything like gettingoffplane,negative,Delta,2015-02-19 19:40:01 -0800,Can't Tell
get plane wait another hour someone read temp tired,negative,Delta,2015-02-19 19:37:41 -0800,Late Flight
flight jfk buf,neutral,Delta,2015-02-19 19:31:58 -0800,
awww thank b ! glad hear ! made day ! amp one last question idea tail operating flt maro ?,positive,Delta,2015-02-19 19:23:16 -0800,
appreciate quick response no one go outside check temp leave buf currentlysittingontarmac,negative,Delta,2015-02-19 19:21:54 -0800,Bad Flight
min tell u cannot check temperature least hour back gate wait mosiacfail,negative,Delta,2015-02-19 19:20:07 -0800,Late Flight
sky flight bos sfo awesome crew ! helene rock !,positive,Delta,2015-02-19 19:08:51 -0800,
time reevaluate nyc carrier,negative,Delta,2015-02-19 19:02:52 -0800,Can't Tell
bringing guitar bring carry ?,neutral,Delta,2015-02-19 18:53:39 -0800,
going flight many free trip get epic inconvenience,negative,Delta,2015-02-19 18:53:26 -0800,Cancelled Flight
departure time keep getting late flightr lucky home,negative,Delta,2015-02-19 18:48:19 -0800,Late Flight
love jet blue !,positive,Delta,2015-02-19 18:47:58 -0800,
come responding everyone else not wtf,negative,Delta,2015-02-19 18:47:02 -0800,Customer Service Issue
anything found cleaning plane dc would baggage office even something small ?,neutral,Delta,2015-02-19 18:46:42 -0800,
bring dog board ?,neutral,Delta,2015-02-19 18:46:37 -0800,
think treat onboard ! enjoy flight,positive,Delta,2015-02-19 18:44:19 -0800,
maybe go cleveland instead,neutral,Delta,2015-02-19 18:42:06 -0800,
yes ! always treat fly guy !,positive,Delta,2015-02-19 18:40:29 -0800,
thank really would preferred jet blue guy best seat business,positive,Delta,2015-02-19 18:38:30 -0800,
hi trying find flight middle east,neutral,Delta,2015-02-19 18:33:14 -0800,
patronizing response legitimate issue,negative,Delta,2015-02-19 18:01:55 -0800,Customer Service Issue
yep hour logan gangway broke cabin crew stuck plane arrived passenger request butt massage,negative,Delta,2015-02-19 17:54:52 -0800,Late Flight
love flight ! always delay unfortunately,negative,Delta,2015-02-19 17:53:06 -0800,Late Flight
yes thankfully ! catering got loading frustrated supposed,positive,Delta,2015-02-19 17:52:21 -0800,
butt hurt,negative,Delta,2015-02-19 17:52:11 -0800,Can't Tell
told half hour ago,negative,Delta,2015-02-19 17:51:47 -0800,Late Flight
hanging almost hour,negative,Delta,2015-02-19 17:48:08 -0800,Customer Service Issue
took forever catering get flight delayed ticked right,negative,Delta,2015-02-19 17:46:21 -0800,Late Flight
absurd waited min flight attendant assigned flight late flight not others ?,negative,Delta,2015-02-19 17:44:14 -0800,Flight Attendant Complaints
safety first ! ! lovejetblue,positive,Delta,2015-02-19 17:31:41 -0800,
delayed flight bummer,negative,Delta,2015-02-19 17:30:24 -0800,Late Flight
austin saw water bottle amp snack desk waiting passenger ! flight booking problem next flight !,positive,Delta,2015-02-19 17:16:26 -0800,
no busy awesome trying get u soon possible deal,positive,Delta,2015-02-19 16:56:33 -0800,
well way half tv channel static,negative,Delta,2015-02-19 16:53:14 -0800,Bad Flight
idea novemberdecember travel open ?,neutral,Delta,2015-02-19 16:44:05 -0800,
airway corporation nasdaqjblu update say lufthansa market bureau,neutral,Delta,2015-02-19 16:36:04 -0800,
thanks much ! ! relaxing flight !,positive,Delta,2015-02-19 16:35:45 -0800,
alright,neutral,Delta,2015-02-19 16:31:53 -0800,
landing february avgeek warmweather,neutral,Delta,2015-02-19 16:29:02 -0800,
happening flight fll sfo ? delay reroute ?,negative,Delta,2015-02-19 16:23:14 -0800,Late Flight
shut turn tvsmusic,negative,Delta,2015-02-19 16:07:55 -0800,Can't Tell
dc thinking summer new nantucket service syscon medium pr,neutral,Delta,2015-02-19 16:05:04 -0800,
excellent guy best,positive,Delta,2015-02-19 16:01:28 -0800,
although not totally answer looking appreciate prompt response,positive,Delta,2015-02-19 16:01:00 -0800,
guess wait another hr hope rate go amp reasonable finger crossed cutting close travel date,neutral,Delta,2015-02-19 16:00:29 -0800,
discount volunteer firefighter ?,neutral,Delta,2015-02-19 16:00:05 -0800,
well fly huntsville al would take either nashville birmingham !,neutral,Delta,2015-02-19 15:55:42 -0800,
confirming rate not go look like cannot fly jetblue time around cannot afford price,negative,Delta,2015-02-19 15:53:18 -0800,Customer Service Issue
trying take stuff seat front bugging throughout flight not feel safe,negative,Delta,2015-02-19 15:52:56 -0800,Bad Flight
oh yes ! hope expand airport soon fly see family year ! ! !,positive,Delta,2015-02-19 15:51:39 -0800,
member since looking travel next week could not book right away due snow bos,negative,Delta,2015-02-19 15:51:20 -0800,Can't Tell
thanks jb ! ! !,positive,Delta,2015-02-19 15:42:03 -0800,
thank ! love anxious flyer,positive,Delta,2015-02-19 15:36:23 -0800,
exact flight love jetblue really want fly yall little pricey basic not mint bos sfo,positive,Delta,2015-02-19 15:35:40 -0800,
not want seem crazy ! already asked twice !,negative,Delta,2015-02-19 15:35:09 -0800,Can't Tell
flight want book one day went purchase next day amp price doubled inquiring chance may go ?,neutral,Delta,2015-02-19 15:33:57 -0800,
sent email hour ago asking question still no response need answer hopefully flight booking problem flight,negative,Delta,2015-02-19 15:28:39 -0800,Customer Service Issue
said delayed due mechanical issue looking something little specific,negative,Delta,2015-02-19 15:26:37 -0800,Late Flight
get plane think deserve know mechanical issue flight delayed,negative,Delta,2015-02-19 15:23:36 -0800,Late Flight
give update flight mcogtjfk ? saying mechanical issue not disclose,negative,Delta,2015-02-19 15:22:59 -0800,Late Flight
walked gate ask desk gate,negative,Delta,2015-02-19 15:13:34 -0800,Flight Attendant Complaints
flight orlandoridiculous wait high school band board notbabysitters whrsthecoach ?,negative,Delta,2015-02-19 15:10:54 -0800,Late Flight
offer hot tea coffeeat gate ! guy make wonder ever flown airline !,positive,Delta,2015-02-19 15:09:02 -0800,
dc thinking summer new nantucket service digital journal,neutral,Delta,2015-02-19 15:05:03 -0800,
service agent mco great not enough working right !,negative,Delta,2015-02-19 14:59:53 -0800,Customer Service Issue
keep going back forth able board not great agent savannah !,positive,Delta,2015-02-19 14:59:30 -0800,
not get semantics mean within extent period still technically dictionary,negative,Delta,2015-02-19 14:55:44 -0800,Can't Tell
giving false hope ever getting home,negative,Delta,2015-02-19 14:55:38 -0800,Late Flight
st flight morning flying toddler plane heated comfortable temp boarding start itscold,neutral,Delta,2015-02-19 14:49:05 -0800,
would nice ! hoping rack enough mile take trip seattle enjoy perfect latte city coffee,positive,Delta,2015-02-19 14:48:53 -0800,
want enter family pooling contest say website please enter still !,neutral,Delta,2015-02-19 14:45:54 -0800,
vega san francisco baltimore san diego philadelphia far ! frequent business traveler,positive,Delta,2015-02-19 14:42:44 -0800,
course supposed say logan not login,neutral,Delta,2015-02-19 14:38:16 -0800,
reimbursed everyone flight portion ticket still love jetblue ! best airline !,positive,Delta,2015-02-19 14:38:08 -0800,
jetblue never disappoints !,positive,Delta,2015-02-19 14:36:39 -0800,
rt oh no ! unfortunately code must entered time purchase order qualify point,neutral,Delta,2015-02-19 14:30:54 -0800,
quick question pay second bag online airport ?,neutral,Delta,2015-02-19 14:28:22 -0800,
not cool announce flight delay everyone checking hour delay bdldca staff offering no help,negative,Delta,2015-02-19 14:20:21 -0800,Late Flight
hi claim point flower order purchased ? totally forgot put promo code,neutral,Delta,2015-02-19 14:19:38 -0800,
hold flight ? boarding taken place minute ago,negative,Delta,2015-02-19 14:19:07 -0800,Late Flight
yes slc,neutral,Delta,2015-02-19 14:13:33 -0800,
waiting half hr package wrong guy ? ?,negative,Delta,2015-02-19 14:10:28 -0800,Lost Luggage
long ago trip taken place still get credit not apply trueblue booked ?,neutral,Delta,2015-02-19 14:03:45 -0800,
thanks help ! jetbluesofly,positive,Delta,2015-02-19 14:02:26 -0800,
able access using drop instead clicking tab,neutral,Delta,2015-02-19 14:00:54 -0800,
trueblue page not work chrome safari ? keep getting blank page lick trueblue tab site,negative,Delta,2015-02-19 13:57:42 -0800,Can't Tell
ahoy loyal allyoucanjetpass holder ! anticipate direct u flight havana cuba ? jetblue vacation,positive,Delta,2015-02-19 13:54:06 -0800,
point ! offering flight next day expect pay hotel cancelled flightled,negative,Delta,2015-02-19 13:50:32 -0800,Cancelled Flight
excited first flight w today ! delayed though give ? flight number boston dc,neutral,Delta,2015-02-19 13:49:54 -0800,
mosiac ?,neutral,Delta,2015-02-19 13:49:16 -0800,
probably find ticket ?,negative,Delta,2015-02-19 13:44:20 -0800,Customer Service Issue
no offered flight paid changed itthis nd time done ruin cruise plan,negative,Delta,2015-02-19 13:41:33 -0800,Cancelled Flight
okie doke ! knowing fix,positive,Delta,2015-02-19 13:37:11 -0800,
check awesome bag flight carry decision,neutral,Delta,2015-02-19 13:33:39 -0800,
cannot not acces phone right iphone broke would rather change late flightr,neutral,Delta,2015-02-19 13:26:12 -0800,
cannot flight need late flightr one ! need change flight guy changed cannot time !,negative,Delta,2015-02-19 13:23:53 -0800,Cancelled Flight
wish would make austin tx hub missing airline biz travel since moved bos,positive,Delta,2015-02-19 12:42:33 -0800,
little vino would not hurt,neutral,Delta,2015-02-19 12:36:25 -0800,
airway receives new coverage analyst bank america jblu legacy,neutral,Delta,2015-02-19 12:36:04 -0800,
crisis averted ! flight bos fll boarding let u hope new pilot not clarence oveur roger murdock,positive,Delta,2015-02-19 12:35:54 -0800,
bag missing landed hour ago help !,negative,Delta,2015-02-19 12:14:42 -0800,Lost Luggage
thanks julian login getting onto earlier flight back dca,positive,Delta,2015-02-19 12:09:56 -0800,
apparently substitute pilot flight bos fll cannot found no info avail counter ?,negative,Delta,2015-02-19 12:08:00 -0800,Customer Service Issue
landed mco still not bag supposed give disney magical express ami livid !,negative,Delta,2015-02-19 12:07:47 -0800,Lost Luggage
not fault social medium awesome people know everyone working hard get u way,positive,Delta,2015-02-19 12:03:32 -0800,
requested selfie somewhere rockys milehighselfieclub,neutral,Delta,2015-02-19 11:57:28 -0800,
short stop jfk iad,neutral,Delta,2015-02-19 11:52:46 -0800,
flight ha ! one employee said reassigned another said left want warm weather !,negative,Delta,2015-02-19 11:51:27 -0800,Flight Attendant Complaints
seems friend speak highly well need find decent priced way go yvr sea overnight,positive,Delta,2015-02-19 11:41:26 -0800,
not take fraud seriously ?,neutral,Delta,2015-02-19 11:27:13 -0800,
want add flight mexico air canada exact situation none problem jet blue,negative,Delta,2015-02-19 11:25:50 -0800,Can't Tell
mean take time write physical letter fraud department not email telephone right ?,negative,Delta,2015-02-19 11:24:54 -0800,Customer Service Issue
capital one explained false fraud alert jet blue representative issue new tkt not resolved ?,negative,Delta,2015-02-19 11:20:26 -0800,Customer Service Issue
en route airport rebooked ticket refunded,positive,Delta,2015-02-19 11:18:20 -0800,
repping bruin cleveland rock n roll hof amp christmas story house jetbluebruins,neutral,Delta,2015-02-19 11:18:01 -0800,
no not work called jet blue mexico address fraud alert capital one line rebooked,negative,Delta,2015-02-19 11:15:43 -0800,Can't Tell
actually said fraud issue never resolved issue new ticket phone ?,negative,Delta,2015-02-19 11:12:14 -0800,Customer Service Issue
called jet blue get explanation make sure would not happen future told write fraud dept,negative,Delta,2015-02-19 11:10:01 -0800,Customer Service Issue
made safe sound thank safe travel,positive,Delta,2015-02-19 11:09:58 -0800,
arrived airport told ticket refunded name fraud alert,negative,Delta,2015-02-19 11:09:02 -0800,Flight Booking Problems
card company explained issue phone mexico purchased new ticket phone,neutral,Delta,2015-02-19 11:08:27 -0800,
jet blue cancelled flighted ticket amp never reissued,negative,Delta,2015-02-19 11:07:27 -0800,Cancelled Flight
credit card company accidentally marked jet blue ticket fraud corrected mistake reposted money,neutral,Delta,2015-02-19 11:05:56 -0800,
screwed last time glad give business jetscrew awfulcustomerservice,negative,Delta,2015-02-19 11:01:35 -0800,Customer Service Issue
alternative ? absolutely no respect loyal customer year no done,negative,Delta,2015-02-19 10:55:31 -0800,Customer Service Issue
thought waiver change fee travel boston weekend ?,neutral,Delta,2015-02-19 10:51:47 -0800,
pooling gifting completely different not charged send point disgusting,negative,Delta,2015-02-19 10:50:32 -0800,Can't Tell
would charge money transfer point someone ?,negative,Delta,2015-02-19 10:42:04 -0800,Flight Booking Problems
flight attendant wendi flt newark orlando,positive,Delta,2015-02-19 10:21:21 -0800,
not help fly specific day,negative,Delta,2015-02-19 10:19:38 -0800,Flight Booking Problems
noting perfectly fine attitude dealing flyer stubborn demanding unwilling accommodate,negative,Delta,2015-02-19 10:19:26 -0800,Flight Attendant Complaints
many choice south border know not every airline equal lowest price ! best value,positive,Delta,2015-02-19 10:17:19 -0800,
looking arrange nice flight sea laish comparing cost something direct yvr,neutral,Delta,2015-02-19 10:16:00 -0800,
sent suggestion comment via link provided,neutral,Delta,2015-02-19 10:14:23 -0800,
sharing public fly time year sitting tarmac fll staff worst ever met,negative,Delta,2015-02-19 10:13:05 -0800,Flight Attendant Complaints
love,positive,Delta,2015-02-19 10:08:59 -0800,
ever consider coming memphis ? need trueblue service fare badly ! !,neutral,Delta,2015-02-19 10:01:45 -0800,
w flt ? brother fianc sitting board min w tech issue,negative,Delta,2015-02-19 09:48:57 -0800,Late Flight
flying soon nyc airline airline flown still,positive,Delta,2015-02-19 09:37:50 -0800,
giving u free movie apparently dunkin donut coffee safety hazard thingsyoucantmakeup switchsbux ?,negative,Delta,2015-02-19 09:21:24 -0800,Customer Service Issue
long someone remembers put plane right ? really lame excusegeez much better coffeeneeded,negative,Delta,2015-02-19 09:04:26 -0800,Bad Flight
else could possibly take place coffee hour ? ? hope pilot not relying aircraft caffeine needcoffee,negative,Delta,2015-02-19 08:56:48 -0800,Bad Flight
lack coffee flight told someone forgot load coffee onto plane ? ? ? ineedcoffee,negative,Delta,2015-02-19 08:44:23 -0800,Can't Tell
utah think thanks !,positive,Delta,2015-02-19 08:41:53 -0800,
yes princess trying get glassslipperchallenge wdw,neutral,Delta,2015-02-19 08:32:24 -0800,
never delayed tpa bdl better safe sorry lovejetblue onlyblue jetblueforever,positive,Delta,2015-02-19 08:19:00 -0800,
not get wrong love flying tv free bag descent fare recent plane problem annoying,negative,Delta,2015-02-19 08:17:51 -0800,Late Flight
great flight crew ! flight bos mco,positive,Delta,2015-02-19 08:15:59 -0800,
appreciate flew january check engine light came right take computer,negative,Delta,2015-02-19 08:12:24 -0800,Late Flight
love jetblue ! truebluememberlife,positive,Delta,2015-02-19 08:12:18 -0800,
awesome thanks ! give call late flightr today appreciate help !,positive,Delta,2015-02-19 08:09:46 -0800,
traveling w rifle hunting trip pistol large rifle case ? not clear freq asked question,neutral,Delta,2015-02-19 08:08:47 -0800,
thanks ! ! th birthday saturday aviation themed surprise party,positive,Delta,2015-02-19 08:06:47 -0800,
hey guy ! flight booking problem system ran first middle name together time flight booking problem going tsanightmare ?,negative,Delta,2015-02-19 08:03:14 -0800,Flight Booking Problems
cancelled flightled flight amp given week apply travel bank credit another flight amp credit transferable,negative,Delta,2015-02-19 08:02:00 -0800,Cancelled Flight
thanks ! sent dm,neutral,Delta,2015-02-19 08:01:14 -0800,
travel bank credit issued company fraud acquired credit family friend charles kravitz see account,negative,Delta,2015-02-19 07:59:11 -0800,Can't Tell
talked manager offered pay x cash originally paid nothanks jetblue ripoff flyunited,negative,Delta,2015-02-19 07:54:40 -0800,Flight Booking Problems
omg bored amp read conversation seems like jetblue point,negative,Delta,2015-02-19 07:53:13 -0800,Flight Booking Problems
cancelled flightling ticket best friend going vacation never told u jetblue fixthis ripoff,negative,Delta,2015-02-19 07:49:44 -0800,Cancelled Flight
apparently pilot made announcement engine trouble losing fuel quickly,negative,Delta,2015-02-19 07:49:21 -0800,Bad Flight
trying charge u dollar cash ticket paid month advance isthisreal nevertoldus jetblue neveragain,negative,Delta,2015-02-19 07:47:04 -0800,Customer Service Issue
please get service started offer good route lile florida upstate ny vega etc,negative,Delta,2015-02-19 07:44:20 -0800,Flight Booking Problems
cancelled flightling flight sending ticket not telling buyer jetblue allowed ?,negative,Delta,2015-02-19 07:43:38 -0800,Cancelled Flight
resolution ?,negative,Delta,2015-02-19 07:43:21 -0800,Can't Tell
best airline name ever whenever see want get plane blue sky amp sea deliver promise,positive,Delta,2015-02-19 07:42:06 -0800,
gettin fancy ! mint lieflat nice work menu lobstermac bloodymary jetsetter,positive,Delta,2015-02-19 07:40:29 -0800,
not making great first impression first flight minute boarding gate agent still cannot assign seat ?,negative,Delta,2015-02-19 07:39:35 -0800,Flight Attendant Complaints
flight delayed connecting boston possible switch flight make connection ?,negative,Delta,2015-02-19 07:37:54 -0800,Late Flight
love cancelled flightling ticket not telling customer flyunited,negative,Delta,2015-02-19 07:37:53 -0800,Cancelled Flight
ticket confirmed sent find today cancelled flightled ticket month ago never sent email jetblue,negative,Delta,2015-02-19 07:35:33 -0800,Cancelled Flight
would good know month ago cancelled flightled flight leaving tomorrow telleveryone jetblue neveragain,negative,Delta,2015-02-19 07:33:54 -0800,Cancelled Flight
rather trying resolve customer issue option offered paying cash airport write letter justifythissupport,negative,Delta,2015-02-19 07:33:17 -0800,Customer Service Issue
flight no booze served min give ? lostrevenue angryandsober bachelorpartymishap,negative,Delta,2015-02-19 07:32:53 -0800,Flight Attendant Complaints
used guy year experience never ever use,negative,Delta,2015-02-19 07:31:26 -0800,Can't Tell
manager telling u write letter upset ticket leave tomorrow getting cancelled flightled without notice,negative,Delta,2015-02-19 07:31:09 -0800,Cancelled Flight
guy lucky love,positive,Delta,2015-02-19 07:30:21 -0800,
maybe stop telling people wrong info customer service call,negative,Delta,2015-02-19 07:30:02 -0800,Customer Service Issue
customer service bad updating point use next point not flying point system almost sham,negative,Delta,2015-02-19 07:26:10 -0800,Customer Service Issue
ruining vacation left right would thought airline cancelled flight ticket without telling buyer,negative,Delta,2015-02-19 07:25:14 -0800,Customer Service Issue
better find way get puerto rico tomorrow morning besides charging u three time cash originally paid,negative,Delta,2015-02-19 07:24:15 -0800,Cancelled Flight
spent hour morning hold w customer support want confirmed flight taken care,negative,Delta,2015-02-19 07:23:30 -0800,Customer Service Issue
look like talked customer service ?,negative,Delta,2015-02-19 07:21:08 -0800,Customer Service Issue
claim w customer protection notify customer delay cancelled flightlations diversion nottrue,negative,Delta,2015-02-19 07:19:59 -0800,Late Flight
processing error send full flight ticket confirmation ? flysouthwest,negative,Delta,2015-02-19 07:12:37 -0800,Flight Booking Problems
thank ! ! guy awesome !,positive,Delta,2015-02-19 07:12:19 -0800,
no flight leaving boston seattle right flight,positive,Delta,2015-02-19 07:12:15 -0800,
tell paid amp confirmed flight cost cash airport hour flight ripoff nosupport,negative,Delta,2015-02-19 07:06:50 -0800,Customer Service Issue
okay awesome ! thank !,positive,Delta,2015-02-19 07:03:40 -0800,
worst booked october w email confirm amp never informed cancelled flightlation instructed mail written letter,negative,Delta,2015-02-19 07:02:00 -0800,Cancelled Flight
no not info infuriated way previous rep treated possibly work jetblue rep ?,negative,Delta,2015-02-19 07:00:32 -0800,Flight Attendant Complaints
excited saw fly ! ionlyflyblue,positive,Delta,2015-02-19 06:59:50 -0800,
ta site thelodge fun day,positive,Delta,2015-02-19 06:59:45 -0800,
mine sadly yea fly fi awesome,positive,Delta,2015-02-19 06:56:30 -0800,
hung get name took no accountability keeping hold min next rep not able track name,negative,Delta,2015-02-19 06:54:06 -0800,Customer Service Issue
free wifi make television not working staticy ithelpsabit,negative,Delta,2015-02-19 06:51:37 -0800,Can't Tell
phone rep min transferred asking not worse rep ever,negative,Delta,2015-02-19 06:43:02 -0800,Customer Service Issue
ready go disneyworld ! princesshalf,positive,Delta,2015-02-19 06:41:01 -0800,
possible way contact fraud department mailing physical letter ? no telephone ? no email ? really ? ?,negative,Delta,2015-02-19 06:30:10 -0800,Customer Service Issue
brazil volunteer teaching english amp spanish poor child skill improve chance better life,neutral,Delta,2015-02-19 06:28:37 -0800,
flight moved back ? booked said arrive say,negative,Delta,2015-02-19 06:26:22 -0800,Late Flight
thank jetblue credit nice save,positive,Delta,2015-02-19 06:14:01 -0800,
would go back aruba flew jfk bestplanesever bestflightever,neutral,Delta,2015-02-19 06:12:14 -0800,
bluemanity love great time flying,positive,Delta,2015-02-19 06:09:11 -0800,
case making jackass not allowed favor say ? get right care less ! no vacation true see ! ! peter scott,negative,Delta,2015-02-19 05:36:05 -0800,Can't Tell
would go dallas see grand baby miss much feel like piece heart,neutral,Delta,2015-02-19 05:27:12 -0800,
false agent let u extra leg room upgrade not upgrade mint poor business practice badcustomerservice,negative,Delta,2015-02-19 05:23:10 -0800,Customer Service Issue
tried not helpful really dissatisfied flight booking problem whole trip jet blue time around besides flight,negative,Delta,2015-02-19 05:21:58 -0800,Customer Service Issue
yes minute spare fyi employee amazing keep good work !,positive,Delta,2015-02-19 05:10:57 -0800,
rqstd upgrade mint lax told no used point ! turn bcz used point ? trueblue,negative,Delta,2015-02-19 05:02:05 -0800,Flight Booking Problems
going get wifi plane ?,neutral,Delta,2015-02-19 04:59:37 -0800,
oh yeah ! ! ! great flight mexico wonderful crew ! ! thank ! !,positive,Delta,2015-02-19 04:58:03 -0800,
get help hotel booked issue,neutral,Delta,2015-02-19 04:56:45 -0800,
trading customer experience short term sad previous ? loyal customer,negative,Delta,2015-02-19 04:49:18 -0800,Can't Tell
hi dmd info,neutral,Delta,2015-02-19 04:31:31 -0800,
flight fll sfo no speed line even though paid no coffee flight non stop unscheduled stop,negative,Delta,2015-02-19 04:31:21 -0800,Bad Flight
concern cancelled flightled flight due cold weather nj saturday ? cancelled flight degree ?,neutral,Delta,2015-02-19 04:13:09 -0800,
not service credit voucher received tv not working accepted next flight pillow ?,negative,Delta,2015-02-19 04:05:35 -0800,Customer Service Issue
gain altitude skywest hit turbulence jblu skyw investor business daily,neutral,Delta,2015-02-19 04:05:05 -0800,
good morning sunshine ! tailfinthursday,positive,Delta,2015-02-19 04:00:29 -0800,
selfie ?,positive,Delta,2015-02-19 03:56:32 -0800,
airway reveals bluemanity livery travelpulse,positive,Delta,2015-02-19 01:05:05 -0800,
unveils new bluemanity livery usa today,neutral,Delta,2015-02-18 22:05:05 -0800,
mark th year bluemanity plane design,neutral,Delta,2015-02-18 21:36:05 -0800,
haha thanks jetblue,positive,Delta,2015-02-18 21:22:25 -0800,
could get free flight vega since birthday,neutral,Delta,2015-02-18 21:18:51 -0800,
flying miboston icelandair iceland hour check bag way ?,neutral,Delta,2015-02-18 20:57:32 -0800,
know lot baggage want know really enjoyed inside jetbae,positive,Delta,2015-02-18 20:48:03 -0800,
every crew member dealt orlando incredibly rude actually pretty disgusted jetblue right,negative,Delta,2015-02-18 20:42:30 -0800,Flight Attendant Complaints
thank much ! not sure since know limit ozs excited fly jetblue !,positive,Delta,2015-02-18 20:05:55 -0800,
standard protocol call security onto plane cry baby ?,negative,Delta,2015-02-18 19:52:05 -0800,Bad Flight
finally starting come minute no communication not acceptable letting today,negative,Delta,2015-02-18 19:45:48 -0800,Customer Service Issue
found someone ask no answer landed almost minute ago,negative,Delta,2015-02-18 19:41:58 -0800,Customer Service Issue
hey sexy tattoo got left engine jetbae,positive,Delta,2015-02-18 19:39:19 -0800,
flight bag not come landed minute ago,negative,Delta,2015-02-18 19:38:31 -0800,Lost Luggage
thanks stbernard taking time read page find info supervisor felt insist though showed previous comm,positive,Delta,2015-02-18 19:30:59 -0800,
gnight checked po amp supervisor unaware policy sucked guide internet v unfriendly,negative,Delta,2015-02-18 19:29:29 -0800,Flight Attendant Complaints
jua jfk ask desk incredibly helpful ! thanks !,positive,Delta,2015-02-18 19:10:59 -0800,
hour delay sitting plane still want charge beer ? nah good,negative,Delta,2015-02-18 19:04:25 -0800,Late Flight
tell day fly direct buf fll fll buf ?,neutral,Delta,2015-02-18 19:03:17 -0800,
customer service agent jorge orlando international rude disrespectful never want deal bullshit ever,negative,Delta,2015-02-18 19:02:22 -0800,Customer Service Issue
cri,neutral,Delta,2015-02-18 19:01:58 -0800,
closepwcs please tweet fly jetblue every time way,positive,Delta,2015-02-18 19:00:06 -0800,
huge favor ? !,neutral,Delta,2015-02-18 18:58:25 -0800,
friend ? !,neutral,Delta,2015-02-18 18:55:39 -0800,
simply minor mechanical would say ?,negative,Delta,2015-02-18 18:51:45 -0800,Late Flight
tweet closepwcs get word ?,negative,Delta,2015-02-18 18:51:36 -0800,Can't Tell
mother overheard personnel ask attendant passenger really knew going attendant said no,negative,Delta,2015-02-18 18:51:17 -0800,Flight Attendant Complaints
way name samantha everyone flight,positive,Delta,2015-02-18 18:50:23 -0800,
happened w bossan ? mother onboard amp crew evasive return bos first time,negative,Delta,2015-02-18 18:47:08 -0800,Bad Flight
jetblue relate flightd time ? no not school cancelled flighted ? cold,neutral,Delta,2015-02-18 18:46:12 -0800,
say owe,negative,Delta,2015-02-18 18:43:08 -0800,Late Flight
want pay parking fee orlando airport app told mom flight landed lied,negative,Delta,2015-02-18 18:42:34 -0800,Late Flight
amazingly awesome customer service reservation agent tonight helping correct mistake love airline,positive,Delta,2015-02-18 18:17:45 -0800,
th annual marthas vineyard african film festival august attendee deserve great flight mv ? ?,positive,Delta,2015-02-18 18:12:55 -0800,
yr site trouble mobile check ?,neutral,Delta,2015-02-18 17:58:19 -0800,
told u minute almost minute ago,negative,Delta,2015-02-18 17:30:39 -0800,Late Flight
fll lga getting old th flight week th significant delay,negative,Delta,2015-02-18 17:27:00 -0800,Late Flight
submitted feedback not good way handle baggage customer,negative,Delta,2015-02-18 17:26:51 -0800,Damaged Luggage
love cute,positive,Delta,2015-02-18 17:24:09 -0800,
large family bird inside fed ? purpose ?,neutral,Delta,2015-02-18 17:20:36 -0800,
sure thing !,neutral,Delta,2015-02-18 17:20:13 -0800,
work google chrome not internet explorer,neutral,Delta,2015-02-18 17:13:51 -0800,
believing minute got delayed rd time !,negative,Delta,2015-02-18 17:13:13 -0800,Late Flight
schedule change tix change destination airport sister airport like ewr jfk ?,neutral,Delta,2015-02-18 17:08:57 -0800,
delay perfect time learn swift programming,negative,Delta,2015-02-18 17:06:49 -0800,Late Flight
statement lufthansa incentive offer digital journal,neutral,Delta,2015-02-18 17:05:04 -0800,
best airline world,positive,Delta,2015-02-18 17:04:04 -0800,
would go anywhere jetblue go,positive,Delta,2015-02-18 17:03:04 -0800,
anywhere ! !,neutral,Delta,2015-02-18 17:02:50 -0800,
wow guy answer people wow care love jet blue,positive,Delta,2015-02-18 17:01:34 -0800,
thanks appreciate prompt response,positive,Delta,2015-02-18 17:01:07 -0800,
put airport click update tell put airport,negative,Delta,2015-02-18 16:56:40 -0800,Customer Service Issue
not best fare finder work ?,negative,Delta,2015-02-18 16:54:30 -0800,Flight Booking Problems
dc summer help local youth get ready return school math refresher course flyitforward,neutral,Delta,2015-02-18 16:47:49 -0800,
good luck thanks,positive,Delta,2015-02-18 16:47:20 -0800,
really nice though snack fridgethat get take stuff like dorm common room genius,positive,Delta,2015-02-18 16:43:45 -0800,
currently new robotic lovedoll reminded heavily bit themhence excuse say huxleyesque,neutral,Delta,2015-02-18 16:43:12 -0800,
third jetblue flight less week late flight not weather reliability going downhill,negative,Delta,2015-02-18 16:41:56 -0800,Late Flight
many allergy want know bring oz bottle benadryl flight along epipens ?,neutral,Delta,2015-02-18 16:41:17 -0800,
feeling,negative,Delta,2015-02-18 16:36:45 -0800,Can't Tell
buffalo flight late flight ?,negative,Delta,2015-02-18 16:35:34 -0800,Late Flight
anywhere away snow globe warmth sand palm tree,neutral,Delta,2015-02-18 16:35:29 -0800,
